patent_id,title,filing_year,grant_year,country,assignee,technology_field,citations,inventor_count,patent_status,patent_family_size
PT003773,Innovative Semiconductors System 3773,2020,2022,India,MedGenome Labs,Electric Vehicles,248,5,Pending,11
PT003774,Innovative Artificial Intelligence System 3774,2025,2029,USA,SmartComm Technologies,Quantum Computing,143,2,Pending,3
PT003775,Innovative Renewable Energy System 3775,2020,2022,UK,GreenFuture Labs,Renewable Energy,22,1,Pending,3
PT003776,Innovative Electric Vehicles System 3776,2015,2019,Switzerland,FutureDrive Motors,Artificial Intelligence,157,7,Pending,7
PT003777,Innovative Renewable Energy System 3777,2023,2024,Canada,InnovateX,Pharmaceuticals,233,4,Pending,4
PT003778,Innovative Biotechnology System 3778,2021,2025,France,Quantum Circuits Ltd,Robotics,194,3,Active,13
PT003779,Innovative Semiconductors System 3779,2010,2011,India,TechNova Corp,Nanotechnology,215,1,Expired,1
PT003780,Innovative Quantum Computing System 3780,2017,2021,USA,NanoWorks,Quantum Computing,192,7,Pending,12
PT003781,Innovative Renewable Energy System 3781,2023,2025,USA,SmartComm Technologies,Artificial Intelligence,146,4,Expired,9
PT003782,Innovative Robotics System 3782,2018,2020,India,MedGenome Labs,Telecommunications,138,8,Expired,15
PT003783,Innovative Pharmaceuticals System 3783,2015,2019,USA,SmartComm Technologies,Telecommunications,172,5,Expired,7
PT003784,Innovative Renewable Energy System 3784,2020,2024,France,SmartComm Technologies,Robotics,92,5,Active,13
PT003785,Innovative Electric Vehicles System 3785,2015,2016,Switzerland,Quantum Circuits Ltd,Electric Vehicles,122,6,Active,14
PT003786,Innovative Telecommunications System 3786,2011,2013,UK,BioHealth Inc,Renewable Energy,15,3,Expired,3
PT003787,Innovative Artificial Intelligence System 3787,2022,2024,Japan,BioHealth Inc,Robotics,169,5,Expired,3
PT003788,Innovative Semiconductors System 3788,2021,2025,Japan,TechNova Corp,Nanotechnology,233,1,Expired,13
PT003789,Innovative Robotics System 3789,2018,2019,Japan,Global Energy Systems,Biotechnology,110,6,Active,11
PT003790,Innovative Electric Vehicles System 3790,2014,2017,France,MedGenome Labs,Electric Vehicles,94,2,Active,6
PT003791,Innovative Nanotechnology System 3791,2016,2020,Switzerland,TechNova Corp,Artificial Intelligence,184,6,Active,7
PT003792,Innovative Semiconductors System 3792,2023,2025,Germany,SmartComm Technologies,Robotics,59,4,Expired,3
PT003793,Innovative Robotics System 3793,2014,2017,Germany,NanoWorks,Semiconductors,119,3,Active,8
PT003794,Innovative Pharmaceuticals System 3794,2015,2017,Switzerland,NextGen Robotics,Biotechnology,9,4,Active,12
PT003795,Innovative Artificial Intelligence System 3795,2025,2026,Canada,MedGenome Labs,Nanotechnology,79,3,Pending,4
PT003796,Innovative Semiconductors System 3796,2018,2019,India,TechNova Corp,Telecommunications,50,4,Active,15
PT003797,Innovative Quantum Computing System 3797,2016,2017,Canada,NextGen Robotics,Quantum Computing,71,6,Expired,11
PT003798,Innovative Pharmaceuticals System 3798,2012,2014,India,NanoWorks,Artificial Intelligence,68,8,Active,8
PT003799,Innovative Biotechnology System 3799,2013,2016,India,InnovateX,Nanotechnology,168,7,Pending,1
PT003800,Innovative Pharmaceuticals System 3800,2022,2025,UK,Quantum Circuits Ltd,Telecommunications,186,3,Active,6
PT003801,Innovative Electric Vehicles System 3801,2025,2027,Switzerland,AI Dynamics,Renewable Energy,111,5,Active,6
PT003802,Innovative Electric Vehicles System 3802,2016,2018,Japan,AI Dynamics,Nanotechnology,109,6,Pending,4
PT003803,Innovative Quantum Computing System 3803,2018,2020,Canada,NextGen Robotics,Nanotechnology,9,4,Pending,8
PT003804,Innovative Semiconductors System 3804,2024,2026,China,MedGenome Labs,Pharmaceuticals,5,4,Active,2
PT003805,Innovative Pharmaceuticals System 3805,2021,2025,UK,GreenFuture Labs,Artificial Intelligence,32,6,Active,7
PT003806,Innovative Quantum Computing System 3806,2023,2027,France,AI Dynamics,Artificial Intelligence,103,8,Active,5
PT003807,Innovative Electric Vehicles System 3807,2025,2029,China,Quantum Circuits Ltd,Nanotechnology,147,7,Active,3
PT003808,Innovative Artificial Intelligence System 3808,2021,2022,Japan,NanoWorks,Pharmaceuticals,47,5,Active,14
PT003809,Innovative Renewable Energy System 3809,2025,2029,Germany,GreenFuture Labs,Pharmaceuticals,90,7,Active,15
PT003810,Innovative Semiconductors System 3810,2024,2027,Switzerland,AI Dynamics,Robotics,58,5,Pending,6
PT003811,Innovative Semiconductors System 3811,2019,2020,Canada,FutureDrive Motors,Pharmaceuticals,82,5,Expired,6
PT003812,Innovative Semiconductors System 3812,2023,2026,China,SmartComm Technologies,Artificial Intelligence,131,8,Active,1
PT003813,Innovative Biotechnology System 3813,2011,2013,USA,AI Dynamics,Renewable Energy,188,8,Active,7
PT003814,Innovative Renewable Energy System 3814,2022,2024,UK,MedGenome Labs,Robotics,168,8,Active,12
PT003815,Innovative Semiconductors System 3815,2015,2017,South Korea,NanoWorks,Electric Vehicles,68,4,Pending,2
PT003816,Innovative Artificial Intelligence System 3816,2023,2027,China,FutureDrive Motors,Biotechnology,8,1,Expired,9
PT003817,Innovative Artificial Intelligence System 3817,2023,2027,India,NextGen Robotics,Renewable Energy,105,5,Expired,15
PT003818,Innovative Electric Vehicles System 3818,2024,2026,Canada,Global Energy Systems,Nanotechnology,92,5,Active,8
PT003819,Innovative Nanotechnology System 3819,2023,2024,USA,FutureDrive Motors,Semiconductors,126,2,Expired,5
PT003820,Innovative Artificial Intelligence System 3820,2021,2022,South Korea,Global Energy Systems,Electric Vehicles,208,4,Pending,5
PT003821,Innovative Nanotechnology System 3821,2023,2027,South Korea,Quantum Circuits Ltd,Electric Vehicles,202,4,Pending,4
PT003822,Innovative Pharmaceuticals System 3822,2024,2025,Germany,NanoWorks,Nanotechnology,7,6,Expired,7
PT003823,Innovative Quantum Computing System 3823,2021,2022,Japan,SmartComm Technologies,Quantum Computing,204,5,Pending,8
PT003824,Innovative Nanotechnology System 3824,2024,2025,Canada,NanoWorks,Quantum Computing,60,8,Expired,4
PT003825,Innovative Artificial Intelligence System 3825,2018,2021,Switzerland,InnovateX,Quantum Computing,81,4,Pending,1
PT003826,Innovative Pharmaceuticals System 3826,2022,2024,USA,BioHealth Inc,Semiconductors,11,7,Expired,7
PT003827,Innovative Semiconductors System 3827,2015,2018,South Korea,NextGen Robotics,Pharmaceuticals,64,7,Pending,6
PT003828,Innovative Renewable Energy System 3828,2015,2016,China,AI Dynamics,Pharmaceuticals,99,1,Active,9
PT003829,Innovative Artificial Intelligence System 3829,2024,2025,Canada,NanoWorks,Artificial Intelligence,53,6,Expired,7
PT003830,Innovative Robotics System 3830,2019,2023,USA,Quantum Circuits Ltd,Nanotechnology,205,1,Active,8
PT003831,Innovative Electric Vehicles System 3831,2022,2025,South Korea,SmartComm Technologies,Robotics,188,2,Pending,12
PT003832,Innovative Biotechnology System 3832,2012,2016,Germany,BioHealth Inc,Biotechnology,207,6,Active,13
PT003833,Innovative Pharmaceuticals System 3833,2017,2021,UK,NanoWorks,Robotics,181,2,Pending,10
PT003834,Innovative Telecommunications System 3834,2011,2012,China,Global Energy Systems,Quantum Computing,154,4,Active,4
PT003835,Innovative Quantum Computing System 3835,2021,2023,France,MedGenome Labs,Robotics,0,2,Active,9
PT003836,Innovative Artificial Intelligence System 3836,2020,2023,USA,BioHealth Inc,Nanotechnology,86,8,Active,13
PT003837,Innovative Artificial Intelligence System 3837,2010,2011,China,BioHealth Inc,Telecommunications,207,6,Expired,2
PT003838,Innovative Quantum Computing System 3838,2012,2015,USA,InnovateX,Biotechnology,153,5,Pending,10
PT003839,Innovative Robotics System 3839,2013,2015,UK,TechNova Corp,Pharmaceuticals,86,2,Pending,2
PT003840,Innovative Quantum Computing System 3840,2017,2021,India,GreenFuture Labs,Quantum Computing,110,8,Active,8
PT003841,Innovative Telecommunications System 3841,2010,2011,Switzerland,BioHealth Inc,Nanotechnology,217,4,Pending,3
PT003842,Innovative Electric Vehicles System 3842,2021,2022,China,FutureDrive Motors,Robotics,21,3,Pending,4
PT003843,Innovative Biotechnology System 3843,2016,2018,Japan,Quantum Circuits Ltd,Nanotechnology,90,3,Active,1
PT003844,Innovative Artificial Intelligence System 3844,2018,2019,Japan,SmartComm Technologies,Biotechnology,239,8,Expired,6
PT003845,Innovative Renewable Energy System 3845,2021,2025,India,Quantum Circuits Ltd,Quantum Computing,1,7,Expired,2
PT003846,Innovative Robotics System 3846,2012,2014,Germany,MedGenome Labs,Artificial Intelligence,166,4,Active,7
PT003847,Innovative Robotics System 3847,2021,2022,UK,SmartComm Technologies,Biotechnology,43,2,Active,9
PT003848,Innovative Biotechnology System 3848,2023,2024,Canada,GreenFuture Labs,Biotechnology,170,3,Pending,12
PT003849,Innovative Semiconductors System 3849,2017,2019,USA,BioHealth Inc,Pharmaceuticals,91,8,Pending,12
PT003850,Innovative Robotics System 3850,2014,2015,Germany,NextGen Robotics,Biotechnology,202,5,Pending,6
PT003851,Innovative Artificial Intelligence System 3851,2023,2024,Switzerland,MedGenome Labs,Robotics,162,2,Pending,13
PT003852,Innovative Telecommunications System 3852,2022,2023,UK,TechNova Corp,Pharmaceuticals,41,2,Active,3
PT003853,Innovative Robotics System 3853,2011,2013,USA,NanoWorks,Biotechnology,103,5,Active,12
PT003854,Innovative Telecommunications System 3854,2010,2013,France,TechNova Corp,Quantum Computing,179,2,Pending,10
PT003855,Innovative Telecommunications System 3855,2025,2026,USA,NanoWorks,Semiconductors,69,7,Pending,6
PT003856,Innovative Nanotechnology System 3856,2018,2021,UK,TechNova Corp,Robotics,2,6,Pending,1
PT003857,Innovative Electric Vehicles System 3857,2023,2025,South Korea,Global Energy Systems,Robotics,110,4,Pending,10
PT003858,Innovative Electric Vehicles System 3858,2021,2022,South Korea,BioHealth Inc,Nanotechnology,70,2,Expired,3
PT003859,Innovative Nanotechnology System 3859,2010,2013,UK,SmartComm Technologies,Electric Vehicles,232,7,Active,6
PT003860,Innovative Electric Vehicles System 3860,2016,2019,France,InnovateX,Nanotechnology,21,6,Active,1
PT003861,Innovative Telecommunications System 3861,2013,2017,India,BioHealth Inc,Quantum Computing,250,7,Active,8
PT003862,Innovative Quantum Computing System 3862,2019,2023,UK,FutureDrive Motors,Artificial Intelligence,34,7,Active,10
PT003863,Innovative Biotechnology System 3863,2024,2028,China,InnovateX,Robotics,35,7,Expired,1
PT003864,Innovative Nanotechnology System 3864,2016,2019,Canada,BioHealth Inc,Telecommunications,206,7,Pending,10
PT003865,Innovative Artificial Intelligence System 3865,2023,2027,China,InnovateX,Pharmaceuticals,96,3,Expired,12
PT003866,Innovative Artificial Intelligence System 3866,2025,2028,Germany,GreenFuture Labs,Pharmaceuticals,210,8,Active,4
PT003867,Innovative Pharmaceuticals System 3867,2012,2014,Germany,Quantum Circuits Ltd,Renewable Energy,246,4,Expired,3
PT003868,Innovative Artificial Intelligence System 3868,2020,2024,USA,NanoWorks,Pharmaceuticals,190,5,Pending,7
PT003869,Innovative Renewable Energy System 3869,2012,2016,China,Global Energy Systems,Artificial Intelligence,86,3,Active,11
PT003870,Innovative Pharmaceuticals System 3870,2021,2023,Japan,GreenFuture Labs,Semiconductors,184,2,Pending,5
PT003871,Innovative Artificial Intelligence System 3871,2021,2025,UK,FutureDrive Motors,Nanotechnology,58,5,Pending,3
PT003872,Innovative Renewable Energy System 3872,2017,2019,China,TechNova Corp,Nanotechnology,21,3,Pending,5
PT003873,Innovative Biotechnology System 3873,2018,2020,South Korea,MedGenome Labs,Biotechnology,71,1,Pending,15
PT003874,Innovative Telecommunications System 3874,2025,2027,Japan,AI Dynamics,Electric Vehicles,224,8,Pending,13
PT003875,Innovative Artificial Intelligence System 3875,2014,2017,Germany,GreenFuture Labs,Biotechnology,109,3,Active,2
PT003876,Innovative Nanotechnology System 3876,2016,2020,Switzerland,AI Dynamics,Quantum Computing,20,2,Pending,1
PT003877,Innovative Renewable Energy System 3877,2011,2015,South Korea,BioHealth Inc,Robotics,88,8,Pending,13
PT003878,Innovative Pharmaceuticals System 3878,2023,2025,UK,NanoWorks,Electric Vehicles,115,5,Expired,14
PT003879,Innovative Semiconductors System 3879,2014,2018,South Korea,NanoWorks,Quantum Computing,243,3,Active,12
PT003880,Innovative Pharmaceuticals System 3880,2025,2027,South Korea,Quantum Circuits Ltd,Renewable Energy,32,6,Active,6
PT003881,Innovative Electric Vehicles System 3881,2013,2014,Canada,AI Dynamics,Quantum Computing,193,3,Pending,1
PT003882,Innovative Semiconductors System 3882,2020,2021,South Korea,Global Energy Systems,Pharmaceuticals,58,3,Pending,8
PT003883,Innovative Telecommunications System 3883,2015,2016,India,InnovateX,Electric Vehicles,111,7,Expired,12
PT003884,Innovative Quantum Computing System 3884,2011,2013,Canada,SmartComm Technologies,Telecommunications,82,8,Active,12
PT003885,Innovative Electric Vehicles System 3885,2014,2015,UK,NextGen Robotics,Biotechnology,175,4,Pending,15
PT003886,Innovative Nanotechnology System 3886,2022,2025,Japan,GreenFuture Labs,Pharmaceuticals,198,3,Expired,3
PT003887,Innovative Electric Vehicles System 3887,2013,2014,South Korea,MedGenome Labs,Biotechnology,65,5,Active,1
PT003888,Innovative Robotics System 3888,2013,2014,China,Quantum Circuits Ltd,Telecommunications,91,3,Pending,13
PT003889,Innovative Pharmaceuticals System 3889,2022,2025,India,Quantum Circuits Ltd,Telecommunications,238,4,Active,2
PT003890,Innovative Biotechnology System 3890,2025,2026,UK,NextGen Robotics,Semiconductors,209,4,Expired,13
PT003891,Innovative Nanotechnology System 3891,2024,2026,France,FutureDrive Motors,Electric Vehicles,7,2,Active,13
PT003892,Innovative Telecommunications System 3892,2011,2013,Japan,Quantum Circuits Ltd,Telecommunications,153,8,Expired,12
PT003893,Innovative Biotechnology System 3893,2021,2025,Canada,NanoWorks,Quantum Computing,23,8,Pending,7
PT003894,Innovative Biotechnology System 3894,2011,2013,UK,FutureDrive Motors,Nanotechnology,39,8,Pending,5
PT003895,Innovative Robotics System 3895,2016,2020,Japan,NanoWorks,Renewable Energy,125,5,Pending,14
PT003896,Innovative Semiconductors System 3896,2011,2013,China,BioHealth Inc,Renewable Energy,47,4,Pending,6
PT003897,Innovative Electric Vehicles System 3897,2018,2019,USA,Quantum Circuits Ltd,Electric Vehicles,52,2,Expired,12
PT003898,Innovative Quantum Computing System 3898,2016,2020,India,Quantum Circuits Ltd,Electric Vehicles,120,8,Expired,1
PT003899,Innovative Semiconductors System 3899,2024,2025,France,InnovateX,Robotics,220,6,Expired,1
PT003900,Innovative Robotics System 3900,2010,2014,Germany,BioHealth Inc,Quantum Computing,218,3,Active,14
PT003901,Innovative Biotechnology System 3901,2015,2017,Switzerland,NextGen Robotics,Quantum Computing,106,3,Expired,9
PT003902,Innovative Renewable Energy System 3902,2018,2022,France,Quantum Circuits Ltd,Semiconductors,153,4,Active,14
PT003903,Innovative Pharmaceuticals System 3903,2010,2013,Switzerland,InnovateX,Nanotechnology,42,1,Expired,7
PT003904,Innovative Telecommunications System 3904,2022,2023,Canada,Global Energy Systems,Semiconductors,24,3,Active,5
PT003905,Innovative Pharmaceuticals System 3905,2018,2020,Canada,MedGenome Labs,Telecommunications,148,2,Active,9
PT003906,Innovative Pharmaceuticals System 3906,2019,2023,China,BioHealth Inc,Telecommunications,46,2,Active,14
PT003907,Innovative Electric Vehicles System 3907,2022,2024,Canada,AI Dynamics,Biotechnology,121,1,Expired,9
PT003908,Innovative Telecommunications System 3908,2017,2021,Canada,GreenFuture Labs,Biotechnology,176,7,Pending,6
PT003909,Innovative Quantum Computing System 3909,2021,2024,UK,FutureDrive Motors,Telecommunications,42,2,Pending,4
PT003910,Innovative Biotechnology System 3910,2025,2027,Japan,InnovateX,Semiconductors,232,7,Expired,10
PT003911,Innovative Electric Vehicles System 3911,2025,2027,France,SmartComm Technologies,Robotics,133,8,Expired,8
PT003912,Innovative Pharmaceuticals System 3912,2021,2023,Canada,InnovateX,Biotechnology,53,5,Active,8
PT003913,Innovative Nanotechnology System 3913,2018,2019,UK,NextGen Robotics,Quantum Computing,6,5,Active,7
PT003914,Innovative Semiconductors System 3914,2025,2027,Japan,FutureDrive Motors,Nanotechnology,3,8,Expired,2
PT003915,Innovative Artificial Intelligence System 3915,2021,2022,China,GreenFuture Labs,Biotechnology,57,2,Expired,5
PT003916,Innovative Telecommunications System 3916,2010,2013,Germany,MedGenome Labs,Semiconductors,105,5,Expired,10
PT003917,Innovative Telecommunications System 3917,2015,2016,Switzerland,FutureDrive Motors,Artificial Intelligence,22,1,Pending,9
PT003918,Innovative Robotics System 3918,2022,2023,South Korea,SmartComm Technologies,Nanotechnology,4,5,Pending,13
PT003919,Innovative Electric Vehicles System 3919,2012,2015,Japan,NanoWorks,Artificial Intelligence,97,8,Pending,10
PT003920,Innovative Semiconductors System 3920,2022,2026,France,SmartComm Technologies,Renewable Energy,250,1,Pending,11
PT003921,Innovative Artificial Intelligence System 3921,2022,2023,Germany,NextGen Robotics,Electric Vehicles,46,7,Expired,4
PT003922,Innovative Pharmaceuticals System 3922,2015,2016,Canada,InnovateX,Nanotechnology,144,8,Active,15
PT003923,Innovative Nanotechnology System 3923,2018,2021,India,GreenFuture Labs,Pharmaceuticals,92,8,Pending,4
PT003924,Innovative Electric Vehicles System 3924,2015,2019,USA,GreenFuture Labs,Biotechnology,174,6,Expired,11
